wikidata_id|label|fr_label|hide|deleted|dfk_id|or_id|or_label|dfkv_id|dfkv_label|pb_id|pb_label|fs_id|fs_label|av_id|av_label
Q468772|Vallayer-Coster, Anne||0||DFK0005246636|||102206|Vallayer-Coster, Anne||||||
Q3188680|Veyrassat, Jules Jacques||0||DFK0004274293|||102215|Veyrassat, Jules Jacques||||||
Q936710|Blanche, Jacques-Emile||0||DFK0000669318|||102226|Blanche, Jacques-Emile|||2453|Jacques-Émile Blanche||
Q3060023|Martel, Eugène||0||DFK0006908816|||102227|Martel, Eugène||||||
Q23636731|Carrière, Jean-René||0||DFK0007444609|||102231|Carrière, Jean-René||||||
Q3059817|Delâtre, Eugène||0||DFK0002189710|||102258|Delâtre, Eugène||||||
Q3131361|Jourdain, Henri||0||DFK0009034219|||102264|Jourdain, Henri||||||
Q3176162|Simon, Jeanne||0||DFK0001896041|||102277|Simon, Jeanne||||||
Q326606|Sérusier, Paul||0||DFK0010000570|200111|Serusier, Serusier|102302|Sérusier, Paul||||||
Q64094|Häring, Hugo||0||DFK0008097117|||102308|Häring, Hugo||||||
Q76730|Mendelsohn, Erich||0||DFK0009583937|||102310|Mendelsohn, Erich||||||
Q9061|Marx, Karl||0||DFK0002182315|2312|Marx, Karl|102312|Marx, Karl||||||
Q522970|Suarès, André||0||DFK0000968086|||102317|Suarès, André||||||
Q2381804|Cousturier, Lucie||0||DFK0007712600|||102318|Cousturier, Lucie||||||
Q104964|Riezler, Walter||0||DFK0006819325|||102319|Riezler, Walter||||||
Q25824838|Kraemer, Hans||0||DFK0007473561|||102320|Kraemer, Hans||||||
Q1132691|Gémier, Firmin||0||DFK0009851287|||102322|Gémier, Firmin||||||
Q3060180|Spuller, Eugène||0||DFK0002085607|||102329|Spuller, Eugène||||||
Q1247065|Hoffmann, Albert||0||DFK0002719558|2330|Hoffmann, Albert|102330|Hoffmann, Albert||||||
Q724140|Diaz de la Pena, Narcisse||0||DFK0006624039||||Diaz de la Pena, Narcisse|||2470|Narcisse Virgilio Díaz||
Q787301|Dalpayrat, Pierre Adrien||0||DFK0003500512|||102346|Dalpayrat, Pierre Adrien||||||
Q622587|Agache, Alfred||0||DFK0007972040|||102349|Agache, Alfred||||||
Q453349|Moll, Oskar||0||DFK0003561961|||102355|Moll, Oskar||||||
Q1446176|Bartschat, Johannes||0||DFK0000810868|||102361|Bartschat, Johannes||||||
Q1556810|Wolf, Paul||0||DFK0005658642|||102362|Wolf, Paul||||||
Q5650036|Fränkel, Hans||0||DFK0003326413|||102363|Fränkel, Hans||||||
Q18115499|Marguillier, Auguste||0||DFK0007620718|||102364|Marguillier, Auguste||||||
Q2206419|Courajod, Louis||0||DFK0000710157|||102366|Courajod, Louis||||||
Q462604|Segalen, Victor||0||DFK0007632957|||102370|Segalen, Victor||||||
Q17259580|Michel, André||0||DFK0000995617|2374|Michel, André|102374|Michel, André||||||
Q8318774|Locquin, Jean||0||DFK0002209743|||102375|Locquin, Jean||||||
Q18115548|Maurel, André||0||DFK0005023347|||102376|Maurel, André||||||
Q7742|Ludwig XIV. von Bourbon, König von Frankreich|Louis XIV, roi de France|0||DFK0007718729|2377|Louis XIV, Louis XIV|102377|Louis XIV.|||||3pgbf|Ludwig XIV. von Bourbon, König von Frankreich
Q312950|Tiffany, Louis Comfort||0||DFK0004548756|||102379|Tiffany, Louis Comfort||||||
Q2625979|Lerolle, Henry||0||DFK0005807412|||102380|Lerolle, Henry||||||
Q37825894|Le Quesne, Fernand||0||DFK0006736940|||102381|Le Quesne, Fernand||||||
Q6691|Homer||0||DFK0002305124|2386|Homer, Homer|102386|Homer||||||
Q105290|Praxiteles||0||DFK0001537954|||102388|Praxiteles||||||
Q22670|Schiller, Johann Christoph Friedrich von||0||DFK0005188364|2389|Schiller, Johann Christoph Friedrich von|102389|Schiller, Johann Christoph Friedrich von|||2389|Schiller, Johann Christoph Friedrich von||
Q254|Mozart, Wolfgang Amadeus||0||DFK0003785892|||102393|Mozart, Wolfgang Amadeus|||2393|Wolfgang Amadeus Mozart||
Q60785|Huch, Ricarda||0||DFK0000940090|||102396|Huch, Ricarda||||||
Q1576415|Fechner, Hans||0||DFK0006263711|||102401|Fechner, Hans||||||
Q44893|Rupprecht, Kronprinz||0||DFK0001430219|||102404|Rupprecht, Kronprinz||||||
Q1947924|Goldstein, Moritz||0||DFK0009551495|||102406|Goldstein, Moritz||||||
Q62110|Friedländer, Max J.||0||DFK0005049750|||102408|Friedländer, Max J.||||||
Q3184554|Bail, Joseph||0||DFK0007841022|||102415|Bail, Joseph||||||
Q52150839|Wieger, Wilhelm||0||DFK0002855158|||102421|Wieger, Wilhelm||||||
Q568298|Krüger, Franz||0||DFK0006806366|||102430|Krüger, Franz||||||
Q323923|Giraud, Eugène||0||DFK0008502749|||102431|Giraud, Eugène||||||
Q21288419|Vollon, Alexis||0||DFK0003554906|||102432|Vollon, Alexis||||||
Q3260740|Vedilhan, Mathieu||0||DFK0002251169|||102434|Vedilhan, Mathieu||||||
Q15973398|Aurrens, Henri||0||DFK0005331793|||102435|Aurrens, Henri||||||
Q3289140|Leprin, Marcel||0||DFK0009242307|||102436|Leprin, Marcel||||||
Q22212277|Migeon, Gaston||0||DFK0000259177|||102438|Migeon, Gaston||||||
Q9013399|Togores, José de||0||DFK0002807212|||102439|Togores, José de||||||
Q551652|Munkacsy||0||DFK0007524613|||102461|Munkacsy||||||
Q3588378|Breton, Émil||0||DFK0005389696|||102463|Breton, Émil||||||
Q346913|Degeorge, Charles||0||DFK0009060788|||102467|Degeorge, Charles||||||
Q390904|Merson, Luc Olivier||0||DFK0005211894|||102472|Merson, Luc Olivier||||||
Q297726|Taine, Hippolyte||0||DFK0008410448|||102485|Taine, Hippolyte||||||
Q724148|Detaille, Edouard||0||DFK0007033904|||102486|Detaille, Edouard||||||
Q54716|Gussow, Karl||0||DFK0000991588|||102490|Gussow, Karl||||||
Q240526|Alma Tadema, Lawrence||0||DFK0004881712|||102493|Alma Tadema, Lawrence||||||
Q405759|Morot, Aimé Nicolas||0||DFK0009922464|||102504|Morot, Aimé Nicolas||||||
Q30304517|Meyerheim, Paul||0||DFK0003544951|||102516|Meyerheim, Paul||||||
Q15731878|Becker, Karl||0||DFK0008299455|||102519|Becker, Karl||||||
Q2032661|Begas, Oskar||0||DFK0006980555|||102520|Begas, Oskar||||||
Q876061|Begas, Karl||0||DFK0001289697|4292|Begas, Carl|102521|Begas, Karl||||||
Q2638123|Hertel, Albert||0||DFK0005262029|||102529|Hertel, Albert||||||
Q1460538|Kraus, F.||0||DFK0002890113|||102531|Kraus, F.||||||
Q379300|Segantini, Giovanni||0||DFK0004757715|2533|Segantini, Giovanni|102533|Segantini, Giovanni||||||
Q686485|Vibert, James||0||DFK0007012374|||102541|Vibert, James||||||
Q1766428|Roche, Pierre||0||DFK0008920842|||102543|Roche, Pierre||||||
Q1336064|Hansel, Franz||0||DFK0006560471|||102548|Hansel, Franz||||||
Q2274629|Mercié, Antonin||0||DFK0007556985|200076|Mercié, Marius Jean Antonin|102552|Mercié, Antonin||||||
Q110977878|Béguin, Gaston||0||DFK0003038079|||102558|Béguin, Gaston||||||
Q18398015|Miestchaninoff, Oscar||0||DFK0007611316|||102567|Miestchaninoff, Oscar||||||
Q64341|Sintenis, Renée||0||DFK0000108034|||102569|Sintenis, Renée||||||
Q3144813|Perdriat, Helene||0||DFK0009282986|||102572|Perdriat, Helene||||||
Q462767|Vassilieff, Marie||0||DFK0006741362|||102581|Vassilieff, Marie||||||
Q1873356|Adrion, Lucien||0||DFK0001218593|5168|Adrion, Adrion|102582|Adrion, Lucien||||||
Q5673455|La Patellière, Amédée de||0||DFK0000812729|||102584|La Patellière, Amédée de||||||
Q2848249|Mare, André||0||DFK0001070663|||102585|Mare, André||||||
Q41815215|Auffray, Alexander||0||DFK0004595539|||102590|Auffray, Alexander||||||
Q59355677|Thevenot, Adrien||0||DFK0000379428|||102594|Thevenot, Adrien||||||
Q1146817|Gonzales de la Serna, Ismael||0||DFK0005698204|||102596|Gonzales de la Serna, Ismael||||||
Q1384103|Krogh, Per||0||DFK0008501232|||102597|Krogh, Per||||||
Q1548899|Egger, Jean||0||DFK0001056003|||102599|Egger, Jean||||||
Q3569157|Eisenschitz, willy||0||DFK0008428695|||102600|Eisenschitz, willy||||||
Q1431741|Tombros, Michael||0||DFK0001048600|||102606|Tombros, Michael||||||
Q59137613|Andrussow, Vadim||0||DFK0009616639|||102608|Andrussow, Vadim||||||
Q455857|Orloff, Chana||0||DFK0004575850|||102610|Orloff, Chana||||||
Q96757494|Koyanagui, Sei||0||DFK0008182743|||102612|Koyanagui, Sei||||||
Q71469281|Makovska, Elisabeth||0||DFK0005101178|||102614|Makovska, Elisabeth||||||
Q53130091|Koch, Alexander||0||DFK0009191224|2616|Koch, Alexander|102616|Koch, Alexander||||||
Q1704584|Floch, Joseph||0||DFK0001619208|||102624|Floch, Joseph||||||
Q5612166|Cornet, Paul||0||DFK0005028495|||102626|Cornet, Paul||||||
Q2961316|Laborde, Chas.||0||DFK0003047073|||102628|Laborde, Chas.||||||
Q710530|Landowski, Paul||0||DFK0008357549|||102636|Landowski, Paul||||||
Q16062235|Quidant, Alfred||0||DFK0007904728|||102637|Quidant, Alfred||||||
Q187998|Borgia, Cesare||0||DFK0008335039|||102639|Borgia, Cesare||||||
Q3565676|Allward, Walter Seymour||0||DFK0000563839|||102640|Allward, Walter Seymour||||||
Q186483|Arthur Kolnik||0||DFK0004010001|||102642|Arthur Kolnik||||||
Q1612552|Sandkuhl, Hermann||0||DFK0009085642|||102645|Sandkuhl, Hermann||||||
Q652952|Fontaine, Pierre François Léonard||0||DFK0006237420|||102649|Fontaine, Pierre François Léonard||||||
Q3168208|Huyot, Jean Nicolas||0||DFK0000597978|||102650|Huyot, Jean Nicolas||||||
Q3119629|Blouet, Abel||0||DFK0004221863|||102651|Blouet, Abel||||||
Q273849|Le Nôtre, André|Le Nôtre, André|0||DFK0005671292|||102654|Nôtre, André le|||||3pgch|Le Nôtre, André
Q700975|Gulbransson, Olaf||0||DFK0006858990|||102661|Gulbransson, Olaf||||||
Q126733|Schmitz, Oskar||0||DFK0007826518|||102662|Schmitz, Oskar||||||
Q732729|Bretonne, Rétif de la||0||DFK0003226400|||102663|Bretonne, Rétif de la||||||
Q7184695|Schondorff, P.||0||DFK0003267469|||102664|Schondorff, P.||||||
Q180932|Boucher, François||0||DFK0009528618|2668|Boucher, François|102668|Boucher, François||||||
Q51077303|Millet, Jean-Charles||0||DFK0007894924|||102673|Millet, Jean-Charles||||||
Q215937|Uhlmann, Fred||0||DFK0007731907|||102676|Uhlmann, Fred||||||
Q3301570|Maurice de Rothschild||0||DFK0002628670|||102678|Maurice de Rothschild||||||
Q32500|Karl V. von Habsburg, Kaiser des Heiligen Römischen Reichs Deutscher Nation|Charles Quint, empereur du Saint-Empire|0||DFK0005450658|||102680|Charles V.|||||3pg74|Karl V. von Habsburg, Kaiser des Heiligen Römischen Reichs Deutscher Nation
Q18944763|Lehmann, Léon||0||DFK0001784845|||102681|Lehmann, Léon||||||
Q21454844|Ganesco, Alexandre||0||DFK0002657848|||102682|Ganesco, Alexandre||||||
Q3262443|Latapie, Louis Robert Arthur||0||DFK0003390519|||102685|Latapie, Louis Robert Arthur||||||
Q28055142|Steiner, Lilly||0||DFK0006241048|||102687|Steiner, Lilly||||||
Q21464003|Gimmi, Wilhelm||0||DFK0004159712|||102688|Gimmi, Wilhelm||||||
Q1421687|Herbst, René||0||DFK0004569816|||102696|Herbst, René||||||
Q17352948|Peerdt, Ernst te||0||DFK0002652652|||102703|Peerdt, Ernst te||||||
Q461828|Nauen, Heinrich||0||DFK0007185656|||102704|Nauen, Heinrich||||||
Q7128564|Walch, Charles||0||DFK0007716632|||102706|Walch, Charles||||||
Q22683950|Durand-Rosé, Auguste||0||DFK0008014730|||102708|Durand-Rosé, Auguste||||||
Q3093997|Zendel, Gabriel||0||DFK0002116400|||102711|Zendel, Gabriel||||||
Q2660766|Mané-Katz (Katz, Mané)||0||DFK0003901613|||102712|Mané-Katz (Katz, Mané)||||||
Q2960980|Charlotte Henschel||0||DFK0001429992|||102721|Charlotte Henschel||||||
Q506320|Gruber, Jacques||0||DFK0008736834|||102722|Gruber, Jacques||||||
Q731533|Pater, Jean-Baptiste||0||DFK0007470326|||102724|Pater, Jean-Baptiste||||||
Q79033308|Oehl, Erwin||0||DFK0005976289|||102725|Oehl, Erwin||||||
Q3265393|Boucher, Lucien||0||DFK0006773144|||102727|Boucher, Lucien||||||
Q20510513|Héraut, Henri||0||DFK0003640749|||102728|Héraut, Henri||||||
Q2979538|Clodion (Claude Michel)||0||DFK0005545219|||102737|Clodion (Claude Michel)||||||
Q67111|Pfemfert, Franz||0||DFK0007574690|||102742|Pfemfert, Franz||||||
Q15268944|Morand, Eugène||0||DFK0002153177|||102744|Morand, Eugène||||||
Q21104564|Peyronnet, Dominique-Paul||0||DFK0005656739|||102748|Peyronnet, Dominique-Paul||||||
Q235165|Louis, Seraphine||0||DFK0003934354|||102749|Louis, Seraphine||||||
Q23988328|Rimbert, René||0||DFK0002125323|||102750|Rimbert, René||||||
Q361262|Dietrich, Adolf||0||DFK0009952280|||102751|Dietrich, Adolf||||||
Q936976|Heinrich IV. von Bourbon, König von Frankreich|Henri IV, roi de France|0||DFK0001319012|||102755|Henri IV.|||||3pg9j|Heinrich IV. von Bourbon, König von Frankreich
Q3425693|Clot, René-Jean||0||DFK0008943102|||102761|Clot, René-Jean||||||
Q732618|Louis-Philippe, Charles||0||DFK0002319041|||102764|Louis-Philippe, Charles||||||
Q460318|Sarraut, Albert||0||DFK0000186775|||102765|Sarraut, Albert||||||
Q3263755|Hervieu, Louise||0||DFK0003855640|||102769|Hervieu, Louise||||||
Q29057389|Münzer, Käthe||0||DFK0005212150|||102771|Münzer, Käthe||||||
Q18224270|Stieler, Hilde||0||DFK0002068911|||102776|Stieler, Hilde||||||
Q40486638|Tischler, Victor||0||DFK0007743539|||102781|Tischler, Victor||||||
Q53441989|Gauthier, Maximilien||0||DFK0002056654|||102783|Gauthier, Maximilien||||||
Q55675541|Schülein, Julius Wolfgang||0||DFK0003234381|||102785|Schülein, Julius Wolfgang||||||
Q19754062|Fierens, Paul||0||DFK0009691735|||102786|Fierens, Paul||||||
Q62604161|Mouclier||0||DFK0005811837|||102787|Mouclier||||||
Q1898155|Eekmann, Nikolaas||0||DFK0006625256|||102790|Eekmann, Nikolaas||||||
Q43132926|Siedenburg, Willem||0||DFK0005463071|||102793|Siedenburg, Willem||||||
Q2675322|Wiegers, Jan||0||DFK0001738630|||102794|Wiegers, Jan||||||
Q23977998|Lipman-Wulf, Peter||0||DFK0009596581|||102796|Lipman-Wulf, Peter||||||
Q252357|Daubigny, Charles-François||0||DFK0002851774|200083|Daubigny, Charles|102798|Daubigny, Charles-François|||2798|Charles-François Daubigny||
Q1600582|Lohmar, Heinz||0||DFK0002601515|||102799|Lohmar, Heinz||||||
Q1793718|Kersten, Kurt||0||DFK0004941488|||102802|Kersten, Kurt||||||
Q66097|Wangenheim, Gustav||0||DFK0006150157|||102803|Wangenheim, Gustav||||||
Q215626|Wildenstein, Georges||0||DFK0004809184|||102814|Wildenstein, Georges||||||
Q47310686|Cailleux, Paul||0||DFK0007868331|||102815|Cailleux, Paul||||||
Q23000584|Graumann, Erwin||0||DFK0006260159|||102823|Graumann, Erwin||||||
Q2850590|Quinquand, Anna||0||DFK0003871256|||102825|Quinquand, Anna||||||
Q1526654|Kiwitz, Heinz||0||DFK0008471894|||102827|Kiwitz, Heinz||||||
Q963599|Krauskopf||0||DFK0008411966|||102828|Krauskopf||||||
Q55843663|Demeter, Wolf||0||DFK0002613014|||102831|Demeter, Wolf||||||
Q2456134|Schmidl-Waehner, Trude||0||DFK0007888829|||102832|Schmidl-Waehner, Trude||||||
Q1468966|Wolff, Fritz||0||DFK0004277088|||102834|Wolff, Fritz||||||
Q52156263|Graumann, Julius||0||DFK0001173796|||102835|Graumann, Julius||||||
Q215572|Nussbaum, Felix||0||DFK0005159230|||102840|Nussbaum, Felix||||||
Q1283960|Jené, Edgar||0||DFK0003378093|||102841|Jené, Edgar||||||
Q255294|Bell, Vanessa||0||DFK0009403027|||102847|Bell, Vanessa||||||
Q1063751|Blanc, Charles||0||DFK0000717628|2850|Blanc, Charles|102850|Blanc, Charles|||2850|Charles Blanc||
Q946061|Band, Max||0||DFK0006896945|||102851|Band, Max||||||
Q214372|Michelson, Léo||0||DFK0006559496|||102852|Michelson, Léo||||||
Q21498091|Luka, Madeleine||0||DFK0002405380|||102854|Luka, Madeleine||||||
Q2821502|Faivre, Abel||0||DFK0005644221|||102867|Faivre, Abel||||||
Q3270505|Larguier, Léo||0||DFK0004405525|||102871|Larguier, Léo||||||
Q214914|Merkel, Georg||0||DFK0002431564|||102873|Merkel, Georg||||||
Q3188375|Hervé||0||DFK0003866304|2876|Hervé, Hervé|102876|Hervé||||||
Q2413750|Prax, Valentine||0||DFK0007582987|||102881|Prax, Valentine||||||
Q274163|Weiss, Louise||0||DFK0004393065|||102884|Weiss, Louise||||||
Q6710731|Ney, Lancelot||0||DFK0004984261|||102890|Ney, Lancelot||||||
Q469056|Prud'hon, Pierre-Paul||0||DFK0006273307|||102893|Prud'hon, Pierre-Paul|||10509|Pierre-Paul Prud'hon||
Q591684|Vignon, Claude|Vignon, Claude|0||DFK0008587739|||102894|Vignon, Claude|||||3q1mq|Vignon, Claude
Q329096|Planche, Gustave||0||DFK0008459994|||102896|Planche, Gustave||||||
Q766477|Geoffroy, Louis||0||DFK0004559430|||102897|Geoffroy, Louis||||||
Q51325147|Elsas, Paul||0||DFK0003706088|||102901|Elsas, Paul||||||
Q3170873|Boucher, Jean||0||DFK0004423568|||102902|Boucher, Jean||||||
Q9327|Maupassant, Guy de||0||DFK0002656949|||102903|Maupassant, Guy de||||||
Q3261180|Barillet, Louis||0||DFK0004167578|||102906|Barillet, Louis||||||
Q106993|Willrich, Wolfgang||0||DFK0008671945|||102911|Willrich, Wolfgang||||||
Q3262746|Morin, Louis||0||DFK0005684453|||102916|Morin, Louis||||||
Q726941|Fabre, François-Xavier||0||DFK0009837060|||102917|Fabre, François-Xavier|||2917|François-Xavier Fabre||
Q17352304|Valedau||0||DFK0001931778|||102919|Valedau||||||
Q38030811|Joubin, Georges||0||DFK0009123349|||102920|Joubin, Georges||||||
Q19971207|Friedmann, Armin||0||DFK0005480141|||102922|Friedmann, Armin||||||
Q2847932|Hambourg, André||0||DFK0005896168|||102927|Hambourg, André||||||
Q651674|Weingart, Joachim||0||DFK0002746181|||102928|Weingart, Joachim||||||
Q336747|Clouet, François||0||DFK0006397843|||102938|Clouet, François||||||
Q1908630|Nain, Mathieu le||0||DFK0000572914|||102939|Nain, Mathieu le||||||
Q24205967|Brussel, Robert||0||DFK0005157932|||102943|Brussel, Robert||||||
Q317275|Foltz, Philipp||0||DFK0004908993|||102944|Foltz, Philipp||||||
Q26738963|Hauser, Alois||0||DFK0005819859|||102945|Hauser, Alois||||||
Q1685780|Puy, Jean||0||DFK0007523315|||102947|Puy, Jean||||||
Q99492709|Derbecq, Germaine||0||DFK0003310669|||102951|Derbecq, Germaine||||||
Q106912110|Aboulker, Célestine||0||DFK0001535757|||102952|Aboulker, Célestine||||||
Q20033370|Rita Kernn-Larsen||0||DFK0004545205|||102953|Rita Kernn-Larsen||||||
Q60834045|Schuppner, Robert||0||DFK0000106508|||102954|Schuppner, Robert||||||
Q1330008|Epstein, Elisabeth||0||DFK0003360250|||102956|Epstein, Elisabeth||||||
Q705062|Pougny, Jean||0||DFK0010000562|200179|Pougny, Jean  (eig.: Iwan Puni)|102960|Pougny, Jean||||||
Q5895984|Vines, Hernando||0||DFK0005828799|||102961|Vines, Hernando||||||
Q3082017|Poulbot, Francisque||0||DFK0001202617|||102966|Poulbot, Francisque||||||
Q15407011|Roubille, Auguste||0||DFK0002094372|||102967|Roubille, Auguste||||||
Q2959015|Jodelet, Charles Emmanuel||0||DFK0008530243|||102969|Jodelet, Charles Emmanuel||||||
Q214664|Heckroth||0||DFK0009684751|||102971|Heckroth||||||
Q28072643|Darel, Georges||0||DFK0005962585|||102978|Darel, Georges||||||
Q3419218|Lamourdedieu, Raoul||0||DFK0004703932|||102979|Lamourdedieu, Raoul||||||
Q2396975|Geri, Alfred||0||DFK0008302452|||102980|Geri, Alfred||||||
Q1764937|Rosam, Walter Alfred||0||DFK0007489280|||102981|Rosam, Walter Alfred||||||
Q5850654|Kohler, Eugen||0||DFK0004997641|||102983|Kohler, Eugen||||||
Q2041342|Wätjen, Otto von||0||DFK0008651159|||102984|Wätjen, Otto von||||||
Q37228207|Teutsch, Walter||0||DFK0004585775|||102986|Teutsch, Walter||||||
Q2417461|Demmler, Theodor||0||DFK0006657037|||102987|Demmler, Theodor||||||
Q95399636|Teubner, Adolf||0||DFK0000496340|||102988|Teubner, Adolf||||||
Q101952|Falke, Otto von||0||DFK0000913344|||102990|Falke, Otto von||||||
Q70927|Langen, Albert||0||DFK0003733581|2992|Langen, Albert|102992|Langen, Albert||||||
Q213685|Campendonk, Heinrich||0||DFK0002568774|||102993|Campendonk, Heinrich||||||
Q61259|Fischer, Theodor||0||DFK0002092056|||102995|Fischer, Theodor||||||
Q1635364|Hugo L. Braune||0||DFK0008180327|||102996|Hugo L. Braune||||||
Q64104|Riemerschmid, Richard||0||DFK0001917136|||102997|Riemerschmid, Richard||||||
Q113179|Cohn-Wiener, Ernst||0||DFK0008661029|||102998|Cohn-Wiener, Ernst||||||
Q53508634|Lambert, André||0||DFK0004826360|2999|Lambert, André|102999|Lambert, André||||||
Q24701295|Schennis, Friedrich von||0||DFK0008847694|||103000|Schennis, Friedrich von||||||
Q467167|Rothschild, Edmond de||0||DFK0005271640|||103006|Rothschild, Edmond de||||||
Q3165683|Janinet, Jean François||0||DFK0005911246|||103008|Janinet, Jean François||||||
Q2092945|Wille, Pierre Alexandre||0||DFK0001608124|||103009|Wille, Pierre Alexandre||||||
Q3174763|Texcier||0||DFK0003702708|||103010|Texcier||||||
Q2848203|Léveillé, André||0||DFK0008632205|||103011|Léveillé, André||||||
Q21994030|Benn, Ben||0||DFK0002620065|||103012|Benn, Ben||||||
Q2994863|Le Breton, Constant||0||DFK0002929117|||103013|Le Breton, Constant||||||
Q21964257|Jean Dreyfus-Stern||0||DFK0001642551|||103014|Jean Dreyfus-Stern||||||
Q18508019|Descourtis, Charles Melchior||0||DFK0002910100|||103018|Descourtis, Charles Melchior||||||
Q3102425|Cain, Georges||0||DFK0003599328|||103020|Cain, Georges||||||
Q70804|Goldschmidt, Adolph||0||DFK0002561365|||103021|Goldschmidt, Adolph||||||
Q1568983|Brockhusen, Theo von||0||DFK0006910947|||103022|Brockhusen, Theo von||||||
Q1493571|Gleichen, Heinrich von||0||DFK0007235678|||103023|Gleichen, Heinrich von||||||
Q48797|Kulmbach, Hans von||0||DFK0004739895|||103033|Kulmbach, Hans von||||||
Q281203|Stern, Irma||0||DFK0002028384|||103037|Stern, Irma||||||
Q3557216|Charreton, Victor||0||DFK0004859456|||103038|Charreton, Victor||||||
Q94692990|Rainer, Ludwig||0||DFK0003698474|||103043|Rainer, Ludwig||||||
Q321462|Bloch, Albert||0||DFK0009633974|||103044|Bloch, Albert||||||
Q1465764|Böhle, Fritz||0||DFK0001353536|||103046|Böhle, Fritz||||||
Q94851967|Greiner, Wilhelm||0||DFK0008914312|||103047|Greiner, Wilhelm||||||
Q946578|Haden, Seymour||0||DFK0003805919|||103048|Haden, Seymour||||||
Q1389068|Pennell, Joseph||0||DFK0007952930|||103050|Pennell, Joseph||||||
Q12957182|Short, Sir Frank||0||DFK0001432158|||103051|Short, Sir Frank||||||
Q25942|Klemm, Walther||0||DFK0002885388|||103052|Klemm, Walther||||||
Q5082004|Ribart (Ribard), Charles François||0||DFK0004632057|||103054|Ribart (Ribard), Charles François||||||
Q647934|Vien, Joseph Marie||0||DFK0001496522|3055|Vien, Joseph Marie|103055|Vien, Joseph Marie||||||
Q78793|Durieux, Tilla||0||DFK0005262741|||103056|Durieux, Tilla||||||
Q1345060|Seehaus, Paul||0||DFK0007500021|||103060|Seehaus, Paul||||||
Q448555|Hollar, Wenzel||0||DFK0006703157|||103067|Hollar, Wenzel||||||
Q90247|Jamnitzer, Wenzel||0||DFK0006422998|||103068|Jamnitzer, Wenzel||||||
Q254068|Tristan, Flora||0||DFK0009169358|||103071|Tristan, Flora||||||
Q18626728|Julius Kaufmann||0||DFK0001103019|||103072|Julius Kaufmann||||||
Q69538|Morgner, Wilhelm||0||DFK0002961421|||103073|Morgner, Wilhelm||||||
Q4321849|Nowak, Willy||0||DFK0004124418|||103074|Nowak, Willy||||||
Q1356084|Nanteuil, Robert||0||DFK0006528570|||103081|Nanteuil, Robert||||||
Q352438|Ostade, Adrien van||0||DFK0007841097|||103082|Ostade, Adrien van|||3082|Adriaen van Ostade||
Q728375|Raimondi, Marc Antonio||0||DFK0006193608|||103083|Raimondi, Marc Antonio||||||
Q20812628|Busch, Rudolf||0||DFK0001796509|||103087|Busch, Rudolf||||||
Q52228383|Schmidt, Rudolf||0||DFK0005480740|||103091|Schmidt, Rudolf||||||
Q1465358|Gothein, Werner||0||DFK0002521738|||103096|Gothein, Werner||||||
Q591021|Kerschbaumer, Anton||0||DFK0007593183|||103098|Kerschbaumer, Anton||||||
Q677071|Stimmer, Tobias||0||DFK0000770566|||103103|Stimmer, Tobias||||||
Q106456|Wasmann, Friedrich||0||DFK0003461554|||103104|Wasmann, Friedrich||||||
Q5774738|Bernt Grønvold||0||DFK0000299268|||103105|Bernt Grønvold||||||
Q90349|Heuser, Werner||0||DFK0007918164|||103106|Heuser, Werner||||||
Q51016242|Wrage, Claus||0||DFK0006462640|||103108|Wrage, Claus||||||
Q77554|Meckenem, Israhel van||0||DFK0002453445|||103110|Meckenem, Israhel van||||||
Q62514|Aldegrever, Heinrich||0||DFK0004713730|||103111|Aldegrever, Heinrich||||||
Q499934|Beham, Barthel||0||DFK0004382654|||103112|Beham, Barthel||||||
Q1445073|Hauptmann, Ivo||0||DFK0007015803|||103114|Hauptmann, Ivo||||||
Q1315818|Edzard, Kurt||0||DFK0000266353|||103116|Edzard, Kurt||||||
Q214918|Kaufmann, Arthur||0||DFK0009397045|||103118|Kaufmann, Arthur||||||
Q30945396|Karl Kubinsky||0||DFK0005730174|||103120|Karl Kubinsky||||||
Q1359654|Oppler, Ernst||0||DFK0002198997|||103121|Oppler, Ernst||||||
Q1286886|Steppes, Edmund||0||DFK0002930790|||103123|Steppes, Edmund||||||
Q28971476|Ter Hell, Willy||0||DFK0005592663|||103124|Ter Hell, Willy||||||
Q28195459|Protzen-Kundmüller, Henny||0||DFK0009881037|||103126|Protzen-Kundmüller, Henny||||||
Q94898240|Hans Happ||0||DFK0001303162|||103128|Hans Happ||||||
Q1127846|Gerhardinger, Constantin||0||DFK0000562360|||103129|Gerhardinger, Constantin||||||
Q2441890|Toni Roth||0||DFK0007599463|||103131|Toni Roth||||||
Q1733101|Storch, Karl||0||DFK0002420943|||103132|Storch, Karl||||||
Q1745605|Richter, Klaus||0||DFK0009725017|||103133|Richter, Klaus||||||
Q3134127|Hermann, Paul||0||DFK0004977637|||103134|Hermann, Paul||||||
Q19513581|Héran, Henri||0||DFK0001417988|||103135|Héran, Henri||||||
Q2086780|Harth, Philipp||0||DFK0004754591|||103140|Harth, Philipp||||||
Q96789334|Zaeper, Max||0||DFK0006373483|||103142|Zaeper, Max||||||
Q1732132|Leipold, Karl||0||DFK0006628489|||103143|Leipold, Karl||||||
Q544646|Cogniet, Léon||0||DFK0000395801|||103146|Cogniet, Léon||||||
