wikidata_id|label|fr_label|hide|deleted|dfk_id|or_id|or_label|dfkv_id|dfkv_label|pb_id|pb_label|fs_id|fs_label|av_id|av_label
|Polewoi||0||DFK0004992134|14200|Polewoi, Polewoi||||||||
|Prompolini, Enrico||0|yes|DFK0003551275|7781|Prompolini, Enrico||||||||
|Pfeuffer, Joe||0||DFK0004301563|14403|Pfeuffer, Joe||||||||
|Piqueray, (Brüder)|Piqueray, (Frères)|0||DFK0004169216|14432|Piqueray, (Frères)||||||||
|Petursson, Valtir||0||DFK0000990444|14831|Petursson, Valtir||||||||
|Peitersen, Peter||0||DFK0002462810|14848|Peitersen, Peter||||||||
|Pakulla, Rudolf||0||DFK0009488480|15228|Pakulla, Rudolf||||||||
|Petrovski, Wolfgang||0||DFK0002836421|12423|Petrovski, Wolfgang||||||||
|Phylkkänen, Helena||0||DFK0003439514|15157|Phylkkänen, Helena||||||||
|Petersson, Rune||0||DFK0005051116|15175|Petersson, Rune||||||||
|Pen, Juri Moissejewitsch||0||DFK0005564021|15856|Pen, Juri Moissejewitsch||||||||
|Pawlick, Heinrich||0||DFK0009190843|15762|Pawlick, Heinrich||||||||
|Pedersen, Robert||0||DFK0001642483|16808|Pedersen, Robert||||||||
|Prager, Manfred||0|yes|DFK0009075499|6537|Prager, Manfred||||||||
|Ploix, Pierre||0||DFK0004887964|18216|Ploix, Pierre||||||||
|Puni||1||DFK0002602197|1661|Puni, Puni||||||||
|Poplawski, STEFAN||0||DFK0007774106|18964|Poplawski, STEFAN||||||||
|Petry, Liese||0||DFK0004337614|19029|Petry, Liese||||||||
|Penny, Even||0||DFK0009060876|19228|Penny, Even||||||||
|Pallez, Gabriel||0||DFK0000490832|19252|Pallez, Gabriel||||||||
|Prinz, Margret||0||DFK0001960558|19564|Prinz, Margret||||||||
|Pögel, Veronika||0||DFK0003382840|19534|Pögel, Veronika||||||||
|Pun, Hon Chi||0||DFK0004803954|19507|Pun, Hon Chi||||||||
|Prince, Patrick D.||0||DFK0008313122|19516|Prince, Patrick D.||||||||
|Peper, Jürgen||0||DFK0002075247|19454|Peper, Jürgen||||||||
|Pataki, Gabor||0||DFK0006584860|19696|Pataki, Gabor||||||||
|Petermann, Erwin||0||DFK0001741178|19778|Petermann, Erwin||||||||
|Puy||1|yes|DFK0001671621|2283|Puy, Puy||||||||
|Pelouse, Léon-Germaine||0||DFK0005389514|20004|Pelouse, Léon-Germaine||||||||
|Père Beau||0||DFK0004658521|20041|Père Beau, Père Beau||||||||
|Payne, Lewis||0||DFK0004286230|20054|Payne, Lewis||||||||
|Pascin||0|yes|DFK0009964694|2179|Pascin, Pascin||||||||
|Portinari||0|yes|DFK0005795753|8547|Portinari, Portinari||||||||
|Preischl, Theo||0||DFK0008283499|20479|Preischl, Theo||||||||
|Plath||0||DFK0006907986|20604|Plath, Plath||||||||
|Pauseback, Michael||0||DFK0005522257|20695|Pauseback, Michael||||||||
|Pfeiffer-Wattenphul, Max||0|yes|DFK0008561672|9734|Pfeiffer-Wattenphul, Max||||||||
|Phillips, Patricia C.||0||DFK0005333203|20963|Phillips, Patricia C.||||||||
|Pontual, Roberto||0||DFK0009151008|20970|Pontual, Roberto||||||||
|Quesneville||0||DFK0001238706|11045|Quesneville, Quesneville||||||||
|Quintanilla, Elisabeth||0||DFK0005308791|11598|Quintanilla, Elisabeth||||||||
|Quarez, Michel||0||DFK0007682033|15313|Quarez, Michel||||||||
|Quinones||0||DFK0007688908|19981|Quinones, Quinones||||||||
|Quinet, Antonio||0||DFK0004325564|21531|Quinet, Antonio||||||||
|Resnais, Alain||0||DFK0004599084|21539|Resnais, Alain||||||||
|Rancillac, Bernard||0||DFK0007329064|10957|Rancillac, Bernard||||||||
|Rombach, Leopold||0||DFK0001806327|19666|Rombach, Leopold||||||||
|Riedinger, Sevim||0||DFK0005639773|14318|Riedinger, Sevim||||||||
|Racine, Nicole||0||DFK0002655178|21774|Racine, Nicole||||||||
|Richter||0|yes|DFK0008164728|2111|Richter, Richter||||||||
|||0||DFK0003495818|21467|Reinsberg, Raffael||||||||
|Richard, Anne||0||DFK0003956760|18574|Richard, Anne||||||||
|Reifenrath, Ulrich||0||DFK0004935414|11553|Reifenrath, Ulrich||||||||
|Rivière||0||DFK0003712837|10528|Rivière, Rivière||||||||
|Roussille, Guy||0||DFK0000687481|18422|Roussille, Guy||||||||
|Rozsaffy, Étienne||0||DFK0000417546|18423|Rozsaffy, Étienne||||||||
|Romanow, Leon||0||DFK0008761359|17209|Romanow, Leon||||||||
|Rybianska, Zofia||0||DFK0004801559|17210|Rybianska, Zofia||||||||
|Rossignon, Michel||0||DFK0005990648|17506|Rossignon, Michel||||||||
|Richard Schöne||0|yes|DFK0002236744|5540|Richard Schöne, Richard Schöne||||||||
|Rudnicki, Tomasz||0||DFK0007707835|13687|Rudnicki, Tomasz||||||||
|Rzepiński, Waldemar Lech||0||DFK0007204029|17747|Rzepiński, Waldemar Lech||||||||
|Rybarczyk, Jerzy||0||DFK0004195622|17783|Rybarczyk, Jerzy||||||||
|Rosińska, Irena||0||DFK0007020857|17788|Rosińska, Irena||||||||
|Rak, Marian||0||DFK0009987384|17836|Rak, Marian||||||||
|Romańczuk, Mieczysław||0||DFK0003254691|17837|Romańczuk, Mieczysław||||||||
|Radzikowska, Elżbieta||0||DFK0004971028|17806|Radzikowska, Elżbieta||||||||
|Rysiak, Andrzej||0||DFK0003164289|17861|Rysiak, Andrzej||||||||
|Reinel, Rüdiger||0||DFK0002736544|19866|Reinel, Rüdiger||||||||
|Reznavi, Adam||0|yes|DFK0005503188|8278|Reznavi, Adam||||||||
|Rahn, Eckart||0||DFK0009847067|10943|Rahn, Eckart||||||||
|Ramon||0||DFK0005298268|10958|Ramon, Ramon||||||||
|Rossini, Pascal||0||DFK0005562214|11638|Rossini, Pascal|||||11638|Rossini, Pascal||
|Riffatterre, Michael||0||DFK0005901124|12181|Riffatterre, Michael||||||||
|Roche, Maurice||0||DFK0005913507|12222|Roche, Maurice||||||||
|Richter, Ludwig||0||DFK0002498145|2036|Richter, Ludwig||||||||
|Rasmussen, Jörgen||0||DFK0007890526|12995|Rasmussen, Jörgen||||||||
|Rosendahl, Carl||0||DFK0009339681|16813|Rosendahl, Carl||||||||
|Racine, Jean-Baptiste||0|yes|DFK0001220097|4211|Racine, Jean-Baptiste||||||||
|Roth, Joseph||0||DFK0007697219|3900|Roth, Joseph||||||||
|Rykala-Zawadzka, Ewa||0||DFK0009979704|13776|Rykala-Zawadzka, Ewa||||||||
|Radke, Zenon||0||DFK0001921349|13604|Radke, Zenon||||||||
|Rautmann, Peter||0||DFK0006197334|14110|Rautmann, Peter||||||||
|Rieti||0||DFK0009774177|14353|Rieti, Rieti||||||||
|Rougemont||0||DFK0003111638|14354|Rougemont, Rougemont||||||||
|Russell, John||0|yes|DFK0007745049|7573|Russell, John||||||||
|Redeker, Horst||0||DFK0005181660|14599|Redeker, Horst||||||||
|Riemann||0||DFK0008695107|14581|Riemann, Riemann||||||||
|Roublev||0||DFK0000452270|15282|Roublev, Roublev||||||||
|Rainer, W.||0||DFK0008844708|15347|Rainer, W.||||||||
|Romanowicz, Casimir||0||DFK0008906614|15587|Romanowicz, Casimir||||||||
|Roesner, Ulrike||0||DFK0002327671|15965|Roesner, Ulrike||||||||
|Rüdhinger, Arnold||0||DFK0003909700|15971|Rüdhinger, Arnold||||||||
|Reithmann, Max||0||DFK0007891285|16437|Reithmann, Max||||||||
|Renard, Delphine||0||DFK0001835220|16438|Renard, Delphine||||||||
|Rouault||0||DFK0008080957|2178|Rouault, Rouault||||||||
|Rouart||0|yes|DFK0001684249|4148|Rouart, Rouart||||||||
|Rossignol, Claude||0||DFK0008076995|16462|Rossignol, Claude||||||||
|Rogers, Richard||0||DFK0001153246|16884|Rogers, Richard||||||||
|Rumma, Marcello||0||DFK0009144220|17099|Rumma, Marcello||||||||
|Raw, Nicola||0||DFK0004957377|18074|Raw, Nicola||||||||
|Rietveld||0||DFK0008832052|18051|Rietveld, Rietveld||||||||
|Rauch||0|yes|DFK0006408543|4642|Rauch, Rauch||||||||
|Roualdes, Jean||0||DFK0004516785|18087|Roualdes, Jean||||||||
|||0||DFK0002794280|18518|Russel, Bertrand||||||||
|Robert, Philippe||0||DFK0001664918|18613|Robert, Philippe||||||||
|Rowell, Margit||0||DFK0007831508|18884|Rowell, Margit||||||||
|Rozhnev, Vladimir||0||DFK0002742093|18842|Rozhnev, Vladimir||||||||
|Rajewska, Iwona||0||DFK0001477305|19151|Rajewska, Iwona||||||||
|Rajlich, Thomas||0||DFK0003332172|19414|Rajlich, Thomas||||||||
|Rucker, Haus||0||DFK0003911507|19425|Rucker, Haus||||||||
|Rüsche, Friedrich||0||DFK0005064020|19389|Rüsche, Friedrich||||||||
|Root, Joana||0||DFK0000106040|19670|Root, Joana||||||||
|Reichenbach, Hans||0||DFK0009179705|19647|Reichenbach, Hans||||||||
|Rumney||0||DFK0006962287|19610|Rumney, Rumney||||||||
|Rapp, R. P.||0|yes|DFK0004644846|9812|Rapp, R. P.||||||||
|Rodde||0||DFK0009496604|19992|Rodde, Rodde||||||||
Q5597|Raffael, Raffaello Sanzio, genannt|Raphaël, Raffaello Sanzio, dit|0||DFK0004379313|2562|Raphael, Raphael|||||7506|Raphael|3pgd8|Raffael, Raffaello Sanzio, genannt
|Reifenbarg, Benno||0|yes|DFK0006814632|7945|Reifenbarg, Benno||||||||
|Reusch, Jürgen||0||DFK0006203738|20397|Reusch, Jürgen||||||||
|Richter, Heinrich||0|yes|DFK0004062620|6694|Richter, Heinrich||||||||
|Riegel, Franz||0||DFK0007017341|20546|Riegel, Franz||||||||
|Rubljew, Andrej||0||DFK0003937991|20548|Rubljew, Andrej||||||||
|Raoul-Auval, Ariane||0||DFK0001350873|21247|Raoul-Auval, Ariane||||||||
|Rowell, Jay||0||DFK0000396558|21096|Rowell, Jay||||||||
|Raniszewski, Waldemar||0||DFK0007647858|21079|Raniszewski, Waldemar||||||||
|Riout, Denys||0||DFK0006235459|21113|Riout, Denys||||||||
|Rudziński, Piotr||0||DFK0003446080|21287|Rudziński, Piotr||||||||
|Rogers, Simon||0||DFK0002664918|21053|Rogers, Simon||||||||
|Rosenfeld, Kathryn||0||DFK0006433346|21048|Rosenfeld, Kathryn||||||||
|Roberts, John||0||DFK0008330981|21203|Roberts, John||||||||
|Reichardt, Claudia||0||DFK0002195064|21275|Reichardt, Claudia||||||||
|Rericha, Lutz||0||DFK0003296710|21277|Rericha, Lutz||||||||
|Rüth, Barbara||0||DFK0007204062|21264|Rüth, Barbara||||||||
|Rafałowski, Alexander||0||DFK0005359157|17520|Rafałowski, Alexander||||||||
|Ritschel, Otto||0||DFK0001602828|21730|Ritschel, Otto||||||||
|Rywelsky, Helmut||0||DFK0000286861|18581|Rywelsky, Helmut||||||||
|Rennert, Susanne||0||DFK0001280679|21705|Rennert, Susanne||||||||
|Rudikoff, Sonya||0||DFK0002753990|21558|Rudikoff, Sonya||||||||
|Rink, Christine||0||DFK0004648446|17795|Rink, Christine||||||||
|Rottmann, André||0||DFK0007224794|21582|Rottmann, André||||||||
|Ryba, Jerzy||0||DFK0009299388|21344|Ryba, Jerzy||||||||
|Richter, Günter||0||DFK0006188931|20083|Richter, Günter||||||||
|Robelin, François||0||DFK0001094468|16515|Robelin, François||||||||
|Robelin, Ninon||0||DFK0008209565|11554|Robelin, Ninon||||||||
|Rueher, Joanne||0||DFK0006864563|21137|Rueher, Joanne||||||||
|Richter, Horst||0||DFK0007655009|13513|Richter, Horst||||||||
|Reithner, Irene||0||DFK0001686827|21008|Reithner, Irene||||||||
|Rosner, Bernd||0||DFK0002294067|15909|Rosner, Bernd||||||||
|Robbins, Christa Noël||0||DFK0000448978|21784|Robbins, Christa Noël||||||||
|Raeck, Karin||0||DFK0001256020|11588|Raeck, Karin||||||||
|Ramach, Wiesław||0||DFK0001775216|17900|Ramach, Wiesław||||||||
|Rudnicki, Tomasz||0||DFK0009789643|16920|Rudnicki, Tomasz||||||||
|Rozenstein, Erna||0||DFK0006552539|16901|Rozenstein, Erna||||||||
|Rapart, Max||0||DFK0004589907|17033|Rapart, Max||||||||
|Radomski, Maria||0||DFK0001591407|17175|Radomski, Maria||||||||
|Roga-Pol, Irena||0||DFK0008843843|17087|Roga-Pol, Irena||||||||
|Rogiński, Lukasz||0||DFK0008854320|17088|Rogiński, Lukasz||||||||
|Radkowski, Jan||0||DFK0003886147|17150|Radkowski, Jan||||||||
|Reck, Guido||0||DFK0007479896|17163|Reck, Guido||||||||
|Roussel||0|yes|DFK0004684271|1189|Roussel, Roussel||||||||
|Rebrow-Berlak, Zbigniew||0||DFK0008618689|17381|Rebrow-Berlak, Zbigniew||||||||
|Rogiński, Lesław||0||DFK0007251870|17349|Rogiński, Lesław||||||||
|Rzyszczak, Jan||0||DFK0001907500|17350|Rzyszczak, Jan||||||||
|Robert, Yves||0||DFK0008047436|17406|Robert, Yves||||||||
|Roman, Tadeusz||0||DFK0007888651|17661|Roman, Tadeusz||||||||
|Rudzka-Przychoda, Krystyna||0||DFK0000795049|17984|Rudzka-Przychoda, Krystyna||||||||
|Rylska, Irena||0||DFK0001256839|18219|Rylska, Irena||||||||
|Roedel||0||DFK0002250779|18261|Roedel, Roedel||||||||
|||0||DFK0006354143|1933|Rigaud, Rigaud||||||||
|Riedel, Karl||0||DFK0001717387|18274|Riedel, Karl||||||||
|Riopelle, Suzanne||0||DFK0001676667|18291|Riopelle, Suzanne||||||||
|Roméo, Claudine||0||DFK0002736467|10619|Roméo, Claudine||||||||
|Renn, Heidi||0||DFK0005506871|19912|Renn, Heidi||||||||
|Ronis, Willi||0||DFK0007674117|20902|Ronis, Willi||||||||
|Reusch, Hermann||0||DFK0008396493|11099|Reusch, Hermann||||||||
|Ryssel, Walter||0||DFK0002265970|11190|Ryssel, Walter||||||||
|Rosenthal, Georg||0||DFK0007643736|20882|Rosenthal, Georg||||||||
|Ranke, Winfried||0||DFK0008373661|11819|Ranke, Winfried||||||||
|Rehfeld, Siegfried||0||DFK0006498452|11916|Rehfeld, Siegfried||||||||
|Radok, Alfred & Marie||0||DFK0000121669|12027|Radok, Alfred & Marie||||||||
|Rybczyński, Jacek||0||DFK0005330873|12841|Rybczyński, Jacek||||||||
|Risberg, Mats||0||DFK0005153078|12489|Risberg, Mats||||||||
|Rabasseda, Eric||0||DFK0005035085|13071|Rabasseda, Eric||||||||
|Rempp, Walter||0||DFK0002833481|13031|Rempp, Walter||||||||
|Robles, E.||0||DFK0006645175|13130|Robles, E.||||||||
|Ragle, Roy W.||0||DFK0004300749|13850|Ragle, Roy W.||||||||
|Robert, Jean||0||DFK0003140802|13826|Robert, Jean||||||||
|Ringel, Bernard||0||DFK0006015536|13825|Ringel, Bernard||||||||
|Radajewska, Alicja K.||0||DFK0005026714|13746|Radajewska, Alicja K.||||||||
|Rous, Martin||0||DFK0005645336|13812|Rous, Martin||||||||
|Rost, Günther||0||DFK0003704056|13452|Rost, Günther||||||||
|Redaktion Wolkenkratzer||0||DFK0004436431|14609|Redaktion Wolkenkratzer, Redaktion Wolkenkratzer||||||||
|Romanowski, Ignacy Gustaw||0||DFK0006150080|13718|Romanowski, Ignacy Gustaw||||||||
|Riis, Jacob H.||0||DFK0006985823|13658|Riis, Jacob H.||||||||
|Reich, Wilhelm||0||DFK0006551366|13695|Reich, Wilhelm||||||||
|Ratajczak, Lech||0||DFK0006873105|13944|Ratajczak, Lech||||||||
|Rump, Gerhard Ch.||0||DFK0009706904|14139|Rump, Gerhard Ch.||||||||
|Rennert, Helmut||0||DFK0001067187|14180|Rennert, Helmut||||||||
|Röseler, Hartmut||0||DFK0007966478|14212|Röseler, Hartmut||||||||
|Raymond||0||DFK0009604593|14445|Raymond, Raymond||||||||
|Redaktion von Bildende Kunst||0||DFK0003502944|14790|Redaktion von Bildende Kunst, Redaktion von Bildende Kunst||||||||
|Ruovinen, Väinö||0||DFK0008005976|14823|Ruovinen, Väinö||||||||
|Russel||0||DFK0007166668|3444|Russel, Russel||||||||
|Rishich, Viktor I.||0||DFK0006258092|15184|Rishich, Viktor I.||||||||
|Robinet||0||DFK0006734390|15203|Robinet, Robinet||||||||
|Rechn, Günter||0||DFK0006535485|15115|Rechn, Günter||||||||
|Riggert, Josette A.H.||0||DFK0002924121|15149|Riggert, Josette A.H.||||||||
|Reimann, Olli||0||DFK0004357161|15155|Reimann, Olli||||||||
|Romero, Juan||0||DFK0001226479|15243|Romero, Juan||||||||
|Ravelo||0||DFK0007651906|15249|Ravelo, Ravelo||||||||
|Rosny||0||DFK0009207130|15251|Rosny, Rosny||||||||
|Rachid-K||0||DFK0009141891|15386|Rachid-K, Rachid-K||||||||
|Runge, Hella||0||DFK0000481715|15440|Runge, Hella||||||||
|Remes, Jukka||0||DFK0006320862|15866|Remes, Jukka||||||||
|Rygvold, Arne||0||DFK0003642883|15880|Rygvold, Arne||||||||
|Regnier, Nicolaus||0|yes|DFK0007079500|7726|Regnier, Nicolaus||||||||
|Radmann, Helga||0||DFK0003100530|16087|Radmann, Helga||||||||
|Roszokowski, Aleksander||0||DFK0004151670|16063|Roszokowski, Aleksander||||||||
|Rüth||1||DFK0004500449|16068|Rüth, Rüth||||||||
|Royer, Evelyne||0||DFK0002850920|16850|Royer, Evelyne||||||||
|Rohe, Karl||0||DFK0003558514|16828|Rohe, Karl||||||||
|Roquet, Maurice||0||DFK0004418678|16700|Roquet, Maurice||||||||
|Rau||1|yes|DFK0009295018|5340|Rau, Rau||||||||
|Rouzic, Elise||0||DFK0005894557|18769|Rouzic, Elise||||||||
|Ralph, Doris||0||DFK0006891752|18791|Ralph, Doris||||||||
|Rohrbach, Brigitte||0||DFK0004162202|18799|Rohrbach, Brigitte||||||||
|rusch, edward||0||DFK0001992597|18948|rusch, edward||||||||
|Rein, Ingrid||0||DFK0001523530|18988|Rein, Ingrid||||||||
|Ropohl, Udo||0||DFK0004531180|19022|Ropohl, Udo||||||||
|||0||DFK0000922272|19311|Ratujski, Sławomir||||||||
|Ritter, Wilhelm||0|yes|DFK0006986701|6071|Ritter, Wilhelm||||||||
|Runge, Carl-Otto||0|yes|DFK0007378922|10081|Runge, Carl-Otto||||||||
|Révesz, Làszlo||0||DFK0005006287|19690|Révesz, Làszlo||||||||
|Rosko, Gabor||0||DFK0003218741|19699|Rosko, Gabor||||||||
|Ribera||0||DFK0000976970|5045|Ribera, Ribera||||||||
|Reynolds||0||DFK0004956445|5452|Reynolds, Reynolds||||||||
|Roch, Serge||0||DFK0002341768|20023|Roch, Serge||||||||
|Rotil, J.||0||DFK0005965156|20024|Rotil, J.||||||||
|Renault, Camille||0||DFK0003970979|20060|Renault, Camille||||||||
|Rosinski, Rosa||0||DFK0000321178|20238|Rosinski, Rosa||||||||
|Rosenbaum, Pitt||0||DFK0005336263|20228|Rosenbaum, Pitt||||||||
|Reverdy, Paul||0||DFK0008767849|20265|Reverdy, Paul||||||||
|||0||DFK0004718014|6908|Radziwill, Radziwill||||||||
|Reich, Hilde||0||DFK0003933885|20658|Reich, Hilde||||||||
|Rybkowski, Wladislaw||0||DFK0001236686|20710|Rybkowski, Wladislaw||||||||
|Regnier||0|yes|DFK0007258634|6983|Regnier, Regnier||||||||
|Richter, Rolf||0||DFK0004070425|20746|Richter, Rolf||||||||
|Rugo, Wilfried||0||DFK0009565893|20815|Rugo, Wilfried||||||||
|Rothe, Maria||0||DFK0008186857|20820|Rothe, Maria||||||||
|Rottmann||0|yes|DFK0005531800|5580|Rottmann, Rottmann||||||||
|Rethel||0|yes|DFK0004280153|2110|Rethel, Rethel||||||||
|Rosenberg, Julius||0||DFK0006467428|20778|Rosenberg, Julius||||||||
|Robinson, William||0||DFK0007502899|20861|Robinson, William||||||||
|Schiller||0||DFK0002744582|4323|Schiller, Schiller||||||||
|Scharf, Friedhelm||0||DFK0000317275|21719|Scharf, Friedhelm||||||||
|Spinoza, Baruch||0||DFK0004013298|19084|Spinoza, Baruch||||||||
|Stangret, Lech||0||DFK0008600551|21380|Stangret, Lech||||||||
|Strauss, Thomas||0||DFK0006985725|11744|Strauss, Thomas||||||||
|Schubet, Dietrich||0||DFK0008022625|20999|Schubet, Dietrich||||||||
|Schwarz, Michael||0||DFK0004689390|16623|Schwarz, Michael||||||||
|Schütz, Heinz||0||DFK0000831941|19382|Schütz, Heinz||||||||
|Salomon, Myriam||0||DFK0006795155|17120|Salomon, Myriam||||||||
|Skolimowski, Jerzy||0||DFK0001728471|15301|Skolimowski, Jerzy||||||||
|Schmiechowska, Krystina||0||DFK0002077472|21469|Schmiechowska, Krystina||||||||
|Schulze, Bernhard||0||DFK0002138056|21463|Schulze, Bernhard||||||||
|Schreiber, Mathias||0||DFK0004725420|12094|Schreiber, Mathias||||||||
|Svennung, Chantal||0||DFK0006324566|21461|Svennung, Chantal||||||||
|Soljenitsyne, Alexandre||0||DFK0007592599|15976|Soljenitsyne, Alexandre||||||||
|Sulic, Susana||0||DFK0008861806|18579|Sulic, Susana||||||||
|||0||DFK0005024378|21005|Szubinska, Barbara||||||||
|Splettstober, Peter-Jörg||0||DFK0005606902|16513|Splettstober, Peter-Jörg||||||||
|Stehmann||0||DFK0002262276|14951|Stehmann, Stehmann||||||||
|Semmler, Claus||0||DFK0007516877|15554|Semmler, Claus||||||||
|Seita, Hans||0||DFK0006375618|18426|Seita, Hans||||||||
|Scholz, Stephan||0||DFK0002498631|16631|Scholz, Stephan||||||||
|Schling, Manfred||0||DFK0006820578|16233|Schling, Manfred||||||||
|Scranreigh, Jean-Marc||0||DFK0000517025|16236|Scranreigh, Jean-Marc||||||||
|Schmitz||0||DFK0002062311|15770|Schmitz, Schmitz||||||||
|Siudzinski, Jacek||0||DFK0009551390|16649|Siudzinski, Jacek||||||||
|Schöttle, Rüdiger||0||DFK0003400509|16327|Schöttle, Rüdiger||||||||
|Scheib, Hans-Jürgen||0||DFK0005961631|15711|Scheib, Hans-Jürgen||||||||
|Sveinsson, Ben||0||DFK0005916706|16600|Sveinsson, Ben||||||||
|Strzelewicz, Grzegorz||0||DFK0002045125|16528|Strzelewicz, Grzegorz||||||||
|Schweiger, Helmut||0||DFK0006715099|16536|Schweiger, Helmut||||||||
|Słonina, Stanisław||0||DFK0008014574|12560|Słonina, Stanisław||||||||
|Schulz, Thomas||0||DFK0002543416|12299|Schulz, Thomas||||||||
|Skreiner, Winfried||0||DFK0008484798|16606|Skreiner, Winfried||||||||
|Sosnowski, Zdislav||0||DFK0002126749|16617|Sosnowski, Zdislav||||||||
|Sawicki, Andrzej||0||DFK0003075769|16618|Sawicki, Andrzej||||||||
|Schulze, Andreas||0||DFK0005188217|16672|Schulze, Andreas||||||||
|Sroczanka, Anna||0||DFK0002826774|17211|Sroczanka, Anna||||||||
|Szczesny, Mieczysław||0||DFK0008543325|17212|Szczesny, Mieczysław||||||||
|Szyszko, Jadwiga||0||DFK0003893444|17214|Szyszko, Jadwiga||||||||
|Sowa, Metody||0||DFK0002461270|17262|Sowa, Metody||||||||
|Strzembała, Ryszard||0||DFK0003027026|17491|Strzembała, Ryszard||||||||
|Snoch, Maksymilian||0||DFK0004023456|17495|Snoch, Maksymilian||||||||
|Szczerbinska||0||DFK0004908895|17499|Szczerbinska, Szczerbinska||||||||
|Szulcowie, Zofia||0||DFK0009675732|17500|Szulcowie, Zofia||||||||
|Szulcowie, Henryk||0||DFK0003533585|17501|Szulcowie, Henryk||||||||
|Serafinowicz-Molska, Marian||0||DFK0008275994|17420|Serafinowicz-Molska, Marian||||||||
|||0||DFK0003485847|17421|Stopczynski, Jan||||||||
|Seidenbeutel, Efraim i Menesze||0||DFK0003493427|17460|Seidenbeutel, Efraim i Menesze||||||||
|Stryjełska, Zofia||0||DFK0005522782|17462|Stryjełska, Zofia||||||||
|Szczyrbuła, Marian||0||DFK0003678021|17463|Szczyrbuła, Marian||||||||
|||0||DFK0003688044|17429|Strzyz-Garbolinska, Helena||||||||
|Simmler||0|yes|DFK0006595795|5743|Simmler, Simmler||||||||
|Szczyglińsky, Henryk||0||DFK0002469571|17707|Szczyglińsky, Henryk||||||||
|Stefan, Artur||0||DFK0008633442|17697|Stefan, Artur||||||||
|Schroth, Arsène||0||DFK0002325693|17722|Schroth, Arsène||||||||
|Siavoshi, Parvine||0||DFK0003037815|17723|Siavoshi, Parvine||||||||
|Simon||0||DFK0008027136|2175|Simon, Simon||||||||
|Słuszkiewicz, Łukasz||0||DFK0005585826|17739|Słuszkiewicz, Łukasz||||||||
|Szklarczyk, Andrzej||0||DFK0002015497|17741|Szklarczyk, Andrzej||||||||
|Szybiński, Dariusz||0||DFK0009505685|17743|Szybiński, Dariusz||||||||
|Szowianska, Katarzyna||0||DFK0003447323|17871|Szowianska, Katarzyna||||||||
|Szramuk, Maria Danuta||0||DFK0008670781|17872|Szramuk, Maria Danuta||||||||
|Szumski, Sbyzek||0||DFK0003605879|17914|Szumski, Sbyzek||||||||
|Skarżyński, Andrzej||0||DFK0008341157|17919|Skarżyński, Andrzej||||||||
|Stasz, Agata||0||DFK0007861927|17923|Stasz, Agata||||||||
|Swoiński, Jerzy||0||DFK0003485703|17784|Swoiński, Jerzy||||||||
|Smolibowski, Edward||0||DFK0003876413|17789|Smolibowski, Edward||||||||
|Smerek, Mirosław||0||DFK0007098756|17838|Smerek, Mirosław||||||||
|Starzec, Maksymilian||0||DFK0003906376|17840|Starzec, Maksymilian||||||||
|Sarad, Ewa||0||DFK0000067028|17807|Sarad, Ewa||||||||
|Szamocki, Wiesław||0||DFK0006286811|17809|Szamocki, Wiesław||||||||
|Skarżyńsky, Andrzej||0||DFK0003412251|17813|Skarżyńsky, Andrzej||||||||
|Schäfer, Rudolf||0||DFK0000913943|15787|Schäfer, Rudolf||||||||
|Sowicki, Jacek||0||DFK0005185884|17766|Sowicki, Jacek||||||||
|Socha, Romuald||0||DFK0000969601|17943|Socha, Romuald||||||||
|Stanny||0||DFK0005586944|15744|Stanny, Stanny||||||||
|Starczewski, Artur||0||DFK0000317469|17945|Starczewski, Artur||||||||
|Szaybo, Radosław||0||DFK0009247329|11893|Szaybo, Radosław||||||||
|Słaboszowska-Schreiber, Zofia||0||DFK0006216514|17948|Słaboszowska-Schreiber, Zofia||||||||
|Szołomiak, Elzbieta||0||DFK0002712144|17761|Szołomiak, Elzbieta||||||||
|Smiechowska, Krystina||0||DFK0004078821|18148|Smiechowska, Krystina||||||||
|Schrader, H.D.||0||DFK0008751562|19875|Schrader, H.D.||||||||
|Sas-Dzieduszycki, Tytus||0||DFK0005301602|19713|Sas-Dzieduszycki, Tytus||||||||
|Smith, Jack||0||DFK0005365029|10737|Smith, Jack||||||||
|Schifner, Kurt||0||DFK0002665950|11021|Schifner, Kurt||||||||
|Srokowski||0||DFK0009907599|11023|Srokowski, Srokowski||||||||
|||0||DFK0008563710|8369|Spengler, Spengler||||||||
|Springer||0|yes|DFK0003604194|4325|Springer, Springer||||||||
|Szaidzinska-Krawczyk||0||DFK0000656434|11360|Szaidzinska-Krawczyk, Szaidzinska-Krawczyk||||||||
|Schonzeit, Ben||0||DFK0005324732|11377|Schonzeit, Ben||||||||
|Stephanowitz, Traugott||0||DFK0000943929|11678|Stephanowitz, Traugott||||||||
|||0||DFK0002244667|4634|Shakespeare, Shakespeare||||||||
|Sawitzki, Michail||0||DFK0003485694|11355|Sawitzki, Michail||||||||
|Stever||0||DFK0001409243|11348|Stever, Stever||||||||
|Solnik, Tecla||0||DFK0000693256|12463|Solnik, Tecla||||||||
|Solowjow, Jewgeni||0||DFK0000833057|12467|Solowjow, Jewgeni||||||||
